System,Chains,Sweeps,Accuracy
JAGS,11,894,0.2
JAGS,12,894,0.1
JAGS,13,894,0.15
JAGS,14,894,0.2
JAGS,15,894,0.25
JAGS,16,894,0.4
JAGS,17,894,0.2
JAGS,18,894,0.2
JAGS,19,894,0.3
JAGS,20,894,0.25
JAGS,21,894,0.25
JAGS,22,894,0.2
JAGS,23,894,0.5
JAGS,24,894,0.3
JAGS,25,894,0.35
JAGS,26,894,0.3
JAGS,27,894,0.25
JAGS,28,894,0.15
JAGS,29,894,0.3
JAGS,30,894,0.3
JAGS,31,894,0.3
JAGS,32,894,0.25
JAGS,33,894,0.2
JAGS,34,894,0.25
JAGS,35,894,0.25
JAGS,36,894,0.35
JAGS,37,894,0.2
JAGS,38,894,0.25
JAGS,39,894,0.25
JAGS,40,894,0.3
JAGS,1,895,0.25
JAGS,2,895,0.25
JAGS,3,895,0.2
JAGS,4,895,0.3
JAGS,5,895,0.2
JAGS,6,895,0.2
JAGS,7,895,0.3
JAGS,8,895,0.2
JAGS,9,895,0.2
JAGS,10,895,0.25
JAGS,11,895,0.2
JAGS,12,895,0.1
JAGS,13,895,0.15
JAGS,14,895,0.2
JAGS,15,895,0.25
JAGS,16,895,0.4
JAGS,17,895,0.2
JAGS,18,895,0.2
JAGS,19,895,0.3
JAGS,20,895,0.25
JAGS,21,895,0.25
JAGS,22,895,0.2
JAGS,23,895,0.5
JAGS,24,895,0.3
JAGS,25,895,0.35
JAGS,26,895,0.3
JAGS,27,895,0.25
JAGS,28,895,0.15
JAGS,29,895,0.3
JAGS,30,895,0.35
JAGS,31,895,0.3
JAGS,32,895,0.25
JAGS,33,895,0.2
JAGS,34,895,0.25
JAGS,35,895,0.25
JAGS,36,895,0.35
JAGS,37,895,0.2
JAGS,38,895,0.25
JAGS,39,895,0.2
JAGS,40,895,0.3
JAGS,1,896,0.25
JAGS,2,896,0.25
JAGS,3,896,0.2
JAGS,4,896,0.3
JAGS,5,896,0.2
JAGS,6,896,0.2
JAGS,7,896,0.3
JAGS,8,896,0.2
JAGS,9,896,0.2
JAGS,10,896,0.25
JAGS,11,896,0.2
JAGS,12,896,0.15
JAGS,13,896,0.15
JAGS,14,896,0.2
JAGS,15,896,0.25
JAGS,16,896,0.4
JAGS,17,896,0.2
JAGS,18,896,0.2
JAGS,19,896,0.3
JAGS,20,896,0.25
JAGS,21,896,0.25
JAGS,22,896,0.2
JAGS,23,896,0.5
JAGS,24,896,0.3
JAGS,25,896,0.35
JAGS,26,896,0.3
JAGS,27,896,0.25
JAGS,28,896,0.15
JAGS,29,896,0.3
JAGS,30,896,0.35
JAGS,31,896,0.3
JAGS,32,896,0.3
JAGS,33,896,0.2
JAGS,34,896,0.25
JAGS,35,896,0.25
JAGS,36,896,0.35
JAGS,37,896,0.2
JAGS,38,896,0.25
JAGS,39,896,0.2
JAGS,40,896,0.3
JAGS,1,897,0.25
JAGS,2,897,0.25
JAGS,3,897,0.2
JAGS,4,897,0.3
JAGS,5,897,0.2
JAGS,6,897,0.2
JAGS,7,897,0.3
JAGS,8,897,0.2
JAGS,9,897,0.2
JAGS,10,897,0.25
JAGS,11,897,0.2
JAGS,12,897,0.15
JAGS,13,897,0.15
JAGS,14,897,0.2
JAGS,15,897,0.25
JAGS,16,897,0.4
JAGS,17,897,0.2
JAGS,18,897,0.2
JAGS,19,897,0.3
JAGS,20,897,0.25
JAGS,21,897,0.3
JAGS,22,897,0.2
JAGS,23,897,0.5
JAGS,24,897,0.3
JAGS,25,897,0.35
JAGS,26,897,0.3
JAGS,27,897,0.25
JAGS,28,897,0.15
JAGS,29,897,0.3
JAGS,30,897,0.35
JAGS,31,897,0.3
JAGS,32,897,0.3
JAGS,33,897,0.2
JAGS,34,897,0.25
JAGS,35,897,0.25
JAGS,36,897,0.35
JAGS,37,897,0.2
JAGS,38,897,0.25
JAGS,39,897,0.2
JAGS,40,897,0.3
JAGS,1,898,0.25
JAGS,2,898,0.25
JAGS,3,898,0.2
JAGS,4,898,0.35
JAGS,5,898,0.2
JAGS,6,898,0.2
JAGS,7,898,0.3
JAGS,8,898,0.2
JAGS,9,898,0.2
JAGS,10,898,0.25
JAGS,11,898,0.25
JAGS,12,898,0.2
JAGS,13,898,0.15
JAGS,14,898,0.2
JAGS,15,898,0.25
JAGS,16,898,0.4
JAGS,17,898,0.2
JAGS,18,898,0.2
JAGS,19,898,0.3
JAGS,20,898,0.25
JAGS,21,898,0.3
JAGS,22,898,0.2
JAGS,23,898,0.5
JAGS,24,898,0.3
JAGS,25,898,0.35
JAGS,26,898,0.3
JAGS,27,898,0.25
JAGS,28,898,0.15
JAGS,29,898,0.3
JAGS,30,898,0.35
JAGS,31,898,0.3
JAGS,32,898,0.3
JAGS,33,898,0.2
JAGS,34,898,0.25
JAGS,35,898,0.25
JAGS,36,898,0.35
JAGS,37,898,0.2
JAGS,38,898,0.25
JAGS,39,898,0.2
JAGS,40,898,0.3
JAGS,1,899,0.25
JAGS,2,899,0.25
JAGS,3,899,0.2
JAGS,4,899,0.35
JAGS,5,899,0.2
JAGS,6,899,0.2
JAGS,7,899,0.3
JAGS,8,899,0.2
JAGS,9,899,0.2
JAGS,10,899,0.25
JAGS,11,899,0.25
JAGS,12,899,0.2
JAGS,13,899,0.15
JAGS,14,899,0.2
JAGS,15,899,0.25
JAGS,16,899,0.4
JAGS,17,899,0.2
JAGS,18,899,0.2
JAGS,19,899,0.3
JAGS,20,899,0.25
JAGS,21,899,0.3
JAGS,22,899,0.2
JAGS,23,899,0.5
JAGS,24,899,0.3
JAGS,25,899,0.35
JAGS,26,899,0.3
JAGS,27,899,0.25
JAGS,28,899,0.15
JAGS,29,899,0.3
JAGS,30,899,0.35
JAGS,31,899,0.3
JAGS,32,899,0.25
JAGS,33,899,0.2
JAGS,34,899,0.25
JAGS,35,899,0.25
JAGS,36,899,0.35
JAGS,37,899,0.2
JAGS,38,899,0.25
JAGS,39,899,0.2
JAGS,40,899,0.3
JAGS,1,900,0.25
JAGS,2,900,0.25
JAGS,3,900,0.2
JAGS,4,900,0.35
JAGS,5,900,0.2
JAGS,6,900,0.25
JAGS,7,900,0.3
JAGS,8,900,0.2
JAGS,9,900,0.2
JAGS,10,900,0.25
JAGS,11,900,0.25
JAGS,12,900,0.2
JAGS,13,900,0.15
JAGS,14,900,0.2
JAGS,15,900,0.25
JAGS,16,900,0.4
JAGS,17,900,0.2
JAGS,18,900,0.2
JAGS,19,900,0.3
JAGS,20,900,0.25
JAGS,21,900,0.3
JAGS,22,900,0.2
JAGS,23,900,0.5
JAGS,24,900,0.3
JAGS,25,900,0.35
JAGS,26,900,0.25
JAGS,27,900,0.25
JAGS,28,900,0.15
JAGS,29,900,0.3
JAGS,30,900,0.35
JAGS,31,900,0.3
JAGS,32,900,0.25
JAGS,33,900,0.2
JAGS,34,900,0.25
JAGS,35,900,0.25
JAGS,36,900,0.35
JAGS,37,900,0.2
JAGS,38,900,0.25
JAGS,39,900,0.2
JAGS,40,900,0.3
JAGS,1,901,0.25
JAGS,2,901,0.25
JAGS,3,901,0.2
JAGS,4,901,0.35
JAGS,5,901,0.2
JAGS,6,901,0.25
JAGS,7,901,0.3
JAGS,8,901,0.2
JAGS,9,901,0.25
JAGS,10,901,0.25
JAGS,11,901,0.2
JAGS,12,901,0.15
JAGS,13,901,0.15
JAGS,14,901,0.2
JAGS,15,901,0.25
JAGS,16,901,0.4
JAGS,17,901,0.2
JAGS,18,901,0.2
JAGS,19,901,0.3
JAGS,20,901,0.25
JAGS,21,901,0.3
JAGS,22,901,0.2
JAGS,23,901,0.5
JAGS,24,901,0.3
JAGS,25,901,0.35
JAGS,26,901,0.25
JAGS,27,901,0.25
JAGS,28,901,0.15
JAGS,29,901,0.3
JAGS,30,901,0.35
JAGS,31,901,0.3
JAGS,32,901,0.25
JAGS,33,901,0.2
JAGS,34,901,0.3
JAGS,35,901,0.25
JAGS,36,901,0.35
JAGS,37,901,0.2
JAGS,38,901,0.25
JAGS,39,901,0.2
JAGS,40,901,0.3
JAGS,1,902,0.25
JAGS,2,902,0.25
JAGS,3,902,0.2
JAGS,4,902,0.35
JAGS,5,902,0.2
JAGS,6,902,0.25
JAGS,7,902,0.3
JAGS,8,902,0.2
JAGS,9,902,0.25
JAGS,10,902,0.25
JAGS,11,902,0.2
JAGS,12,902,0.15
JAGS,13,902,0.15
JAGS,14,902,0.2
JAGS,15,902,0.25
JAGS,16,902,0.4
JAGS,17,902,0.2
JAGS,18,902,0.2
JAGS,19,902,0.3
JAGS,20,902,0.25
JAGS,21,902,0.3
JAGS,22,902,0.2
JAGS,23,902,0.45
JAGS,24,902,0.3
JAGS,25,902,0.35
JAGS,26,902,0.25
JAGS,27,902,0.25
JAGS,28,902,0.15
JAGS,29,902,0.3
JAGS,30,902,0.35
JAGS,31,902,0.3
JAGS,32,902,0.25
JAGS,33,902,0.2
JAGS,34,902,0.3
JAGS,35,902,0.25
JAGS,36,902,0.35
JAGS,37,902,0.2
JAGS,38,902,0.25
JAGS,39,902,0.2
JAGS,40,902,0.3
JAGS,1,903,0.25
JAGS,2,903,0.25
JAGS,3,903,0.2
JAGS,4,903,0.35
JAGS,5,903,0.2
JAGS,6,903,0.25
JAGS,7,903,0.3
JAGS,8,903,0.2
JAGS,9,903,0.2
JAGS,10,903,0.25
JAGS,11,903,0.2
JAGS,12,903,0.15
JAGS,13,903,0.15
JAGS,14,903,0.2
JAGS,15,903,0.25
JAGS,16,903,0.4
JAGS,17,903,0.2
JAGS,18,903,0.2
JAGS,19,903,0.3
JAGS,20,903,0.25
JAGS,21,903,0.25
JAGS,22,903,0.2
JAGS,23,903,0.45
JAGS,24,903,0.3
JAGS,25,903,0.35
JAGS,26,903,0.25
JAGS,27,903,0.25
JAGS,28,903,0.15
JAGS,29,903,0.3
JAGS,30,903,0.3
JAGS,31,903,0.3
JAGS,32,903,0.25
JAGS,33,903,0.2
JAGS,34,903,0.3
JAGS,35,903,0.25
JAGS,36,903,0.35
JAGS,37,903,0.2
JAGS,38,903,0.25
JAGS,39,903,0.2
JAGS,40,903,0.3
JAGS,1,904,0.25
JAGS,2,904,0.25
JAGS,3,904,0.2
JAGS,4,904,0.35
JAGS,5,904,0.2
JAGS,6,904,0.25
JAGS,7,904,0.3
JAGS,8,904,0.2
JAGS,9,904,0.2
JAGS,10,904,0.25
JAGS,11,904,0.25
JAGS,12,904,0.15
JAGS,13,904,0.2
JAGS,14,904,0.2
JAGS,15,904,0.25
JAGS,16,904,0.4
JAGS,17,904,0.2
JAGS,18,904,0.2
JAGS,19,904,0.3
JAGS,20,904,0.25
JAGS,21,904,0.25
JAGS,22,904,0.2
JAGS,23,904,0.45
JAGS,24,904,0.3
JAGS,25,904,0.35
JAGS,26,904,0.25
JAGS,27,904,0.25
JAGS,28,904,0.15
JAGS,29,904,0.3
JAGS,30,904,0.3
JAGS,31,904,0.3
JAGS,32,904,0.25
JAGS,33,904,0.2
JAGS,34,904,0.3
JAGS,35,904,0.25
JAGS,36,904,0.4
JAGS,37,904,0.2
JAGS,38,904,0.25
JAGS,39,904,0.2
JAGS,40,904,0.3
JAGS,1,905,0.25
JAGS,2,905,0.25
JAGS,3,905,0.2
JAGS,4,905,0.35
JAGS,5,905,0.2
JAGS,6,905,0.25
JAGS,7,905,0.3
JAGS,8,905,0.2
JAGS,9,905,0.2
JAGS,10,905,0.25
JAGS,11,905,0.25
JAGS,12,905,0.15
JAGS,13,905,0.2
JAGS,14,905,0.2
JAGS,15,905,0.25
JAGS,16,905,0.4
JAGS,17,905,0.2
JAGS,18,905,0.2
JAGS,19,905,0.3
JAGS,20,905,0.25
JAGS,21,905,0.25
JAGS,22,905,0.2
JAGS,23,905,0.45
JAGS,24,905,0.3
JAGS,25,905,0.35
JAGS,26,905,0.25
JAGS,27,905,0.25
JAGS,28,905,0.15
JAGS,29,905,0.3
JAGS,30,905,0.3
JAGS,31,905,0.3
JAGS,32,905,0.25
JAGS,33,905,0.25
JAGS,34,905,0.3
JAGS,35,905,0.25
JAGS,36,905,0.4
JAGS,37,905,0.2
JAGS,38,905,0.25
JAGS,39,905,0.2
JAGS,40,905,0.3
JAGS,1,906,0.3
JAGS,2,906,0.25
JAGS,3,906,0.2
JAGS,4,906,0.35
JAGS,5,906,0.2
JAGS,6,906,0.2
JAGS,7,906,0.3
JAGS,8,906,0.2
JAGS,9,906,0.2
JAGS,10,906,0.25
JAGS,11,906,0.25
JAGS,12,906,0.15
JAGS,13,906,0.2
JAGS,14,906,0.2
JAGS,15,906,0.25
JAGS,16,906,0.4
JAGS,17,906,0.2
JAGS,18,906,0.2
JAGS,19,906,0.3
JAGS,20,906,0.25
JAGS,21,906,0.25
JAGS,22,906,0.2
JAGS,23,906,0.45
JAGS,24,906,0.3
JAGS,25,906,0.35
JAGS,26,906,0.3
JAGS,27,906,0.25
JAGS,28,906,0.15
JAGS,29,906,0.3
JAGS,30,906,0.3
JAGS,31,906,0.3
JAGS,32,906,0.25
JAGS,33,906,0.2
JAGS,34,906,0.3
JAGS,35,906,0.25
JAGS,36,906,0.4
JAGS,37,906,0.2
JAGS,38,906,0.25
JAGS,39,906,0.2
JAGS,40,906,0.3
JAGS,1,907,0.25
JAGS,2,907,0.25
JAGS,3,907,0.2
JAGS,4,907,0.35
JAGS,5,907,0.2
JAGS,6,907,0.2
JAGS,7,907,0.3
JAGS,8,907,0.2
JAGS,9,907,0.2
JAGS,10,907,0.25
JAGS,11,907,0.2
JAGS,12,907,0.15
JAGS,13,907,0.2
JAGS,14,907,0.2
JAGS,15,907,0.25
JAGS,16,907,0.4
JAGS,17,907,0.2
JAGS,18,907,0.15
JAGS,19,907,0.3
JAGS,20,907,0.25
JAGS,21,907,0.25
JAGS,22,907,0.2
JAGS,23,907,0.45
JAGS,24,907,0.3
JAGS,25,907,0.35
JAGS,26,907,0.25
JAGS,27,907,0.25
JAGS,28,907,0.15
JAGS,29,907,0.3
JAGS,30,907,0.3
JAGS,31,907,0.3
JAGS,32,907,0.25
JAGS,33,907,0.2
JAGS,34,907,0.3
JAGS,35,907,0.25
JAGS,36,907,0.35
JAGS,37,907,0.2
JAGS,38,907,0.25
JAGS,39,907,0.2
JAGS,40,907,0.3
JAGS,1,908,0.25
JAGS,2,908,0.25
JAGS,3,908,0.2
JAGS,4,908,0.35
JAGS,5,908,0.2
JAGS,6,908,0.2
JAGS,7,908,0.3
JAGS,8,908,0.2
JAGS,9,908,0.2
JAGS,10,908,0.25
JAGS,11,908,0.2
JAGS,12,908,0.15
JAGS,13,908,0.2
JAGS,14,908,0.2
JAGS,15,908,0.25
JAGS,16,908,0.4
JAGS,17,908,0.2
JAGS,18,908,0.15
JAGS,19,908,0.3
JAGS,20,908,0.25
JAGS,21,908,0.25
JAGS,22,908,0.2
JAGS,23,908,0.45
JAGS,24,908,0.3
JAGS,25,908,0.35
JAGS,26,908,0.25
JAGS,27,908,0.25
JAGS,28,908,0.15
JAGS,29,908,0.3
JAGS,30,908,0.3
JAGS,31,908,0.3
JAGS,32,908,0.25
JAGS,33,908,0.2
JAGS,34,908,0.3
JAGS,35,908,0.25
JAGS,36,908,0.35
JAGS,37,908,0.2
JAGS,38,908,0.25
JAGS,39,908,0.2
JAGS,40,908,0.3
JAGS,1,909,0.25
JAGS,2,909,0.25
JAGS,3,909,0.2
JAGS,4,909,0.35
JAGS,5,909,0.2
JAGS,6,909,0.2
JAGS,7,909,0.3
JAGS,8,909,0.2
JAGS,9,909,0.2
JAGS,10,909,0.25
JAGS,11,909,0.2
JAGS,12,909,0.15
JAGS,13,909,0.2
JAGS,14,909,0.2
JAGS,15,909,0.25
JAGS,16,909,0.4
JAGS,17,909,0.2
JAGS,18,909,0.15
JAGS,19,909,0.3
JAGS,20,909,0.25
JAGS,21,909,0.25
JAGS,22,909,0.2
JAGS,23,909,0.45
JAGS,24,909,0.3
JAGS,25,909,0.35
JAGS,26,909,0.25
JAGS,27,909,0.25
JAGS,28,909,0.15
JAGS,29,909,0.3
JAGS,30,909,0.3
JAGS,31,909,0.3
JAGS,32,909,0.25
JAGS,33,909,0.2
JAGS,34,909,0.3
JAGS,35,909,0.25
JAGS,36,909,0.35
JAGS,37,909,0.2
JAGS,38,909,0.25
JAGS,39,909,0.2
JAGS,40,909,0.3
JAGS,1,910,0.25
JAGS,2,910,0.25
JAGS,3,910,0.2
JAGS,4,910,0.35
JAGS,5,910,0.2
JAGS,6,910,0.2
JAGS,7,910,0.3
JAGS,8,910,0.2
JAGS,9,910,0.2
JAGS,10,910,0.25
JAGS,11,910,0.2
JAGS,12,910,0.15
JAGS,13,910,0.2
JAGS,14,910,0.2
JAGS,15,910,0.25
JAGS,16,910,0.4
JAGS,17,910,0.2
JAGS,18,910,0.15
JAGS,19,910,0.3
JAGS,20,910,0.25
JAGS,21,910,0.25
JAGS,22,910,0.2
JAGS,23,910,0.45
JAGS,24,910,0.3
JAGS,25,910,0.35
JAGS,26,910,0.25
JAGS,27,910,0.25
JAGS,28,910,0.15
JAGS,29,910,0.3
JAGS,30,910,0.3
JAGS,31,910,0.3
JAGS,32,910,0.25
JAGS,33,910,0.2
JAGS,34,910,0.3
JAGS,35,910,0.25
JAGS,36,910,0.35
JAGS,37,910,0.2
JAGS,38,910,0.3
JAGS,39,910,0.2
JAGS,40,910,0.3
JAGS,1,911,0.25
JAGS,2,911,0.25
JAGS,3,911,0.25
JAGS,4,911,0.35
JAGS,5,911,0.2
JAGS,6,911,0.2
JAGS,7,911,0.3
JAGS,8,911,0.2
JAGS,9,911,0.2
JAGS,10,911,0.25
JAGS,11,911,0.2
JAGS,12,911,0.15
JAGS,13,911,0.2
JAGS,14,911,0.2
JAGS,15,911,0.25
JAGS,16,911,0.4
JAGS,17,911,0.2
JAGS,18,911,0.15
JAGS,19,911,0.3
JAGS,20,911,0.25
JAGS,21,911,0.25
JAGS,22,911,0.2
JAGS,23,911,0.45
JAGS,24,911,0.3
JAGS,25,911,0.35
JAGS,26,911,0.25
JAGS,27,911,0.25
JAGS,28,911,0.15
JAGS,29,911,0.3
JAGS,30,911,0.3
JAGS,31,911,0.35
JAGS,32,911,0.25
JAGS,33,911,0.2
JAGS,34,911,0.3
JAGS,35,911,0.25
JAGS,36,911,0.35
JAGS,37,911,0.2
JAGS,38,911,0.3
JAGS,39,911,0.2
JAGS,40,911,0.3
JAGS,1,912,0.25
JAGS,2,912,0.25
JAGS,3,912,0.2
JAGS,4,912,0.35
JAGS,5,912,0.2
JAGS,6,912,0.2
JAGS,7,912,0.3
JAGS,8,912,0.2
JAGS,9,912,0.2
JAGS,10,912,0.25
JAGS,11,912,0.2
JAGS,12,912,0.15
JAGS,13,912,0.2
JAGS,14,912,0.2
JAGS,15,912,0.25
JAGS,16,912,0.4
JAGS,17,912,0.2
JAGS,18,912,0.15
JAGS,19,912,0.3
JAGS,20,912,0.25
JAGS,21,912,0.25
JAGS,22,912,0.2
JAGS,23,912,0.45
JAGS,24,912,0.3
JAGS,25,912,0.35
JAGS,26,912,0.2
JAGS,27,912,0.25
JAGS,28,912,0.15
JAGS,29,912,0.3
JAGS,30,912,0.3
JAGS,31,912,0.35
JAGS,32,912,0.25
JAGS,33,912,0.2
JAGS,34,912,0.35
JAGS,35,912,0.25
JAGS,36,912,0.35
JAGS,37,912,0.2
JAGS,38,912,0.3
JAGS,39,912,0.2
JAGS,40,912,0.3
JAGS,1,913,0.25
JAGS,2,913,0.25
JAGS,3,913,0.2
JAGS,4,913,0.35
JAGS,5,913,0.2
JAGS,6,913,0.2
JAGS,7,913,0.3
JAGS,8,913,0.2
JAGS,9,913,0.2
JAGS,10,913,0.25
JAGS,11,913,0.2
JAGS,12,913,0.15
JAGS,13,913,0.2
JAGS,14,913,0.2
JAGS,15,913,0.3
JAGS,16,913,0.4
JAGS,17,913,0.2
JAGS,18,913,0.15
JAGS,19,913,0.3
JAGS,20,913,0.25
JAGS,21,913,0.25
JAGS,22,913,0.2
JAGS,23,913,0.45
JAGS,24,913,0.3
JAGS,25,913,0.35
JAGS,26,913,0.2
JAGS,27,913,0.25
JAGS,28,913,0.15
JAGS,29,913,0.3
JAGS,30,913,0.3
JAGS,31,913,0.35
JAGS,32,913,0.25
JAGS,33,913,0.2
JAGS,34,913,0.3
JAGS,35,913,0.25
JAGS,36,913,0.35
JAGS,37,913,0.2
JAGS,38,913,0.3
JAGS,39,913,0.2
JAGS,40,913,0.35
JAGS,1,914,0.25
JAGS,2,914,0.25
JAGS,3,914,0.2
JAGS,4,914,0.35
JAGS,5,914,0.2
JAGS,6,914,0.2
JAGS,7,914,0.3
JAGS,8,914,0.2
JAGS,9,914,0.25
JAGS,10,914,0.25
JAGS,11,914,0.2
JAGS,12,914,0.15
JAGS,13,914,0.2
JAGS,14,914,0.2
JAGS,15,914,0.3
JAGS,16,914,0.4
JAGS,17,914,0.2
JAGS,18,914,0.15
JAGS,19,914,0.3
JAGS,20,914,0.25
JAGS,21,914,0.25
JAGS,22,914,0.2
JAGS,23,914,0.45
JAGS,24,914,0.3
JAGS,25,914,0.35
JAGS,26,914,0.2
JAGS,27,914,0.25
JAGS,28,914,0.15
JAGS,29,914,0.3
JAGS,30,914,0.3
JAGS,31,914,0.35
JAGS,32,914,0.25
JAGS,33,914,0.2
JAGS,34,914,0.3
JAGS,35,914,0.25
JAGS,36,914,0.35
JAGS,37,914,0.2
JAGS,38,914,0.3
JAGS,39,914,0.2
JAGS,40,914,0.35
JAGS,1,915,0.25
JAGS,2,915,0.25
JAGS,3,915,0.25
JAGS,4,915,0.35
JAGS,5,915,0.2
JAGS,6,915,0.2
JAGS,7,915,0.3
JAGS,8,915,0.2
JAGS,9,915,0.25
JAGS,10,915,0.25
JAGS,11,915,0.2
JAGS,12,915,0.15
JAGS,13,915,0.2
JAGS,14,915,0.2
JAGS,15,915,0.3
JAGS,16,915,0.4
JAGS,17,915,0.2
JAGS,18,915,0.2
JAGS,19,915,0.3
JAGS,20,915,0.25
JAGS,21,915,0.25
JAGS,22,915,0.2
JAGS,23,915,0.45
JAGS,24,915,0.3
JAGS,25,915,0.35
JAGS,26,915,0.2
JAGS,27,915,0.3
JAGS,28,915,0.2
JAGS,29,915,0.3
JAGS,30,915,0.3
JAGS,31,915,0.35
JAGS,32,915,0.25
JAGS,33,915,0.15
JAGS,34,915,0.3
JAGS,35,915,0.25
JAGS,36,915,0.35
JAGS,37,915,0.2
JAGS,38,915,0.3
JAGS,39,915,0.2
JAGS,40,915,0.3
JAGS,1,916,0.25
JAGS,2,916,0.25
JAGS,3,916,0.25
JAGS,4,916,0.35
JAGS,5,916,0.2
JAGS,6,916,0.2
JAGS,7,916,0.3
JAGS,8,916,0.2
JAGS,9,916,0.25
JAGS,10,916,0.25
JAGS,11,916,0.2
JAGS,12,916,0.15
JAGS,13,916,0.2
JAGS,14,916,0.2
JAGS,15,916,0.3
JAGS,16,916,0.4
JAGS,17,916,0.2
JAGS,18,916,0.2
JAGS,19,916,0.3
JAGS,20,916,0.25
JAGS,21,916,0.25
JAGS,22,916,0.2
JAGS,23,916,0.45
JAGS,24,916,0.3
JAGS,25,916,0.35
JAGS,26,916,0.2
JAGS,27,916,0.25
JAGS,28,916,0.2
JAGS,29,916,0.3
JAGS,30,916,0.35
JAGS,31,916,0.35
JAGS,32,916,0.25
JAGS,33,916,0.15
JAGS,34,916,0.3
JAGS,35,916,0.25
JAGS,36,916,0.35
JAGS,37,916,0.2
JAGS,38,916,0.25
JAGS,39,916,0.2
JAGS,40,916,0.3
JAGS,1,917,0.25
JAGS,2,917,0.25
JAGS,3,917,0.25
JAGS,4,917,0.35
JAGS,5,917,0.2
JAGS,6,917,0.2
JAGS,7,917,0.3
JAGS,8,917,0.2
JAGS,9,917,0.25
JAGS,10,917,0.25
JAGS,11,917,0.2
JAGS,12,917,0.15
JAGS,13,917,0.2
JAGS,14,917,0.2
JAGS,15,917,0.3
JAGS,16,917,0.4
JAGS,17,917,0.2
JAGS,18,917,0.25
JAGS,19,917,0.3
JAGS,20,917,0.25
JAGS,21,917,0.25
JAGS,22,917,0.2
JAGS,23,917,0.45
JAGS,24,917,0.3
JAGS,25,917,0.35
JAGS,26,917,0.2
JAGS,27,917,0.25
JAGS,28,917,0.2
JAGS,29,917,0.3
JAGS,30,917,0.35
JAGS,31,917,0.35
JAGS,32,917,0.25
JAGS,33,917,0.15
JAGS,34,917,0.3
JAGS,35,917,0.25
JAGS,36,917,0.35
JAGS,37,917,0.2
JAGS,38,917,0.25
JAGS,39,917,0.2
JAGS,40,917,0.3
JAGS,1,918,0.25
JAGS,2,918,0.25
JAGS,3,918,0.25
JAGS,4,918,0.35
JAGS,5,918,0.2
JAGS,6,918,0.2
JAGS,7,918,0.3
JAGS,8,918,0.2
JAGS,9,918,0.25
JAGS,10,918,0.25
JAGS,11,918,0.2
JAGS,12,918,0.15
JAGS,13,918,0.2
JAGS,14,918,0.2
JAGS,15,918,0.25
JAGS,16,918,0.4
JAGS,17,918,0.2
JAGS,18,918,0.25
JAGS,19,918,0.3
JAGS,20,918,0.3
JAGS,21,918,0.3
JAGS,22,918,0.2
JAGS,23,918,0.45
JAGS,24,918,0.3
JAGS,25,918,0.35
JAGS,26,918,0.2
JAGS,27,918,0.25
JAGS,28,918,0.2
JAGS,29,918,0.3
JAGS,30,918,0.35
JAGS,31,918,0.35
JAGS,32,918,0.25
JAGS,33,918,0.15
JAGS,34,918,0.3
JAGS,35,918,0.25
JAGS,36,918,0.35
JAGS,37,918,0.2
JAGS,38,918,0.25
JAGS,39,918,0.2
JAGS,40,918,0.3
JAGS,1,919,0.25
JAGS,2,919,0.25
JAGS,3,919,0.25
JAGS,4,919,0.35
JAGS,5,919,0.25
JAGS,6,919,0.2
JAGS,7,919,0.3
JAGS,8,919,0.2
JAGS,9,919,0.25
JAGS,10,919,0.25
JAGS,11,919,0.2
JAGS,12,919,0.15
JAGS,13,919,0.2
JAGS,14,919,0.2
JAGS,15,919,0.25
JAGS,16,919,0.4
JAGS,17,919,0.15
JAGS,18,919,0.25
JAGS,19,919,0.3
JAGS,20,919,0.25
JAGS,21,919,0.3
JAGS,22,919,0.2
JAGS,23,919,0.45
JAGS,24,919,0.3
JAGS,25,919,0.35
JAGS,26,919,0.2
JAGS,27,919,0.25
JAGS,28,919,0.2
JAGS,29,919,0.3
JAGS,30,919,0.3
JAGS,31,919,0.35
JAGS,32,919,0.25
JAGS,33,919,0.15
JAGS,34,919,0.3
JAGS,35,919,0.25
JAGS,36,919,0.35
JAGS,37,919,0.2
JAGS,38,919,0.25
JAGS,39,919,0.2
JAGS,40,919,0.3
JAGS,1,920,0.25
JAGS,2,920,0.25
JAGS,3,920,0.25
JAGS,4,920,0.35
JAGS,5,920,0.25
JAGS,6,920,0.25
JAGS,7,920,0.3
JAGS,8,920,0.2
JAGS,9,920,0.25
JAGS,10,920,0.25
JAGS,11,920,0.2
JAGS,12,920,0.15
JAGS,13,920,0.2
JAGS,14,920,0.2
JAGS,15,920,0.25
JAGS,16,920,0.4
JAGS,17,920,0.15
JAGS,18,920,0.3
JAGS,19,920,0.3
JAGS,20,920,0.25
JAGS,21,920,0.3
JAGS,22,920,0.2
JAGS,23,920,0.45
JAGS,24,920,0.3
JAGS,25,920,0.35
JAGS,26,920,0.2
JAGS,27,920,0.25
JAGS,28,920,0.2
JAGS,29,920,0.3
JAGS,30,920,0.3
JAGS,31,920,0.35
JAGS,32,920,0.25
JAGS,33,920,0.15
JAGS,34,920,0.3
JAGS,35,920,0.25
JAGS,36,920,0.35
JAGS,37,920,0.2
JAGS,38,920,0.25
JAGS,39,920,0.2
JAGS,40,920,0.3
JAGS,1,921,0.25
JAGS,2,921,0.25
JAGS,3,921,0.2
JAGS,4,921,0.4
JAGS,5,921,0.25
